date,value
2020-12-04,89.32
2020-12-07,89.12
2020-12-08,89.52
2020-12-09,89.12
2020-12-10,89.62
2020-12-11,88.72
2020-12-14,89.02
2020-12-15,90.11
2020-12-16,89.52
2020-12-17,90
2020-12-18,89.51
2020-12-21,89.81
2020-12-22,89.5
2020-12-23,90.19
2020-12-24,90.19
2020-12-28,89.8
2020-12-29,89.08
2020-12-30,89.08
2020-12-31,91.01
2021-01-04,90.7
2021-01-05,91.21
2021-01-06,91.29
2021-01-07,91.89
2021-01-08,92.09
2021-01-11,91.48
2021-01-12,91.59
2021-01-13,91.59
2021-01-14,91.69
2021-01-15,91.18
2021-01-19,92.09
2021-01-20,92.19
2021-01-21,91.69
2021-01-22,91.59
2021-01-25,92.5
2021-01-26,92.19
2021-01-27,90.16
2021-01-28,90.15
2021-01-29,89.23
2021-02-01,89.94
2021-02-02,91.45
2021-02-03,91.15
2021-02-04,91.75
2021-02-05,92.46
2021-02-08,93.06
2021-02-09,93.06
2021-02-10,93.16
2021-02-11,92.05
2021-02-12,92.05
2021-02-16,91.33
2021-02-17,91.23
2021-02-18,90.43
2021-02-19,90.23
2021-02-22,89.72
2021-02-23,88.51
2021-02-24,89.32
2021-02-25,86.1
2021-02-26,86.59
2021-03-01,88.3
2021-03-02,87
2021-03-03,84.58
2021-03-04,81.38
2021-03-05,83.98
2021-03-08,81.28
2021-03-09,85.28
2021-03-10,85.27
2021-03-11,87.27
2021-03-12,87.07
2021-03-15,87.97
2021-03-16,86.97
2021-03-17,86.96
2021-03-18,84.05
2021-03-19,85.35
2021-03-22,85.75
2021-03-23,84.65
2021-03-24,81.12
2021-03-25,81.32
2021-03-26,83.53
2021-03-29,81.32
2021-03-30,81.42
2021-03-31,83.03
2021-04-01,84.67
2021-04-05,85.47
2021-04-06,84.74
2021-04-07,82.75
2021-04-08,83.73
2021-04-09,83.23
2021-04-12,82.03
2021-04-13,83.13
2021-04-14,83.53
2021-04-15,84.43
2021-04-16,84.33
2021-04-19,83.21
2021-04-20,82.4
2021-04-21,83.8
2021-04-22,84.26
2021-04-23,85.15
2021-04-26,86.33
2021-04-27,85.92
2021-04-28,85.12
2021-04-29,84.56
2021-04-30,82.86
2021-05-03,81.55
2021-05-04,77.94
2021-05-05,76.74
2021-05-06,74.55
2021-05-07,76.42
2021-05-10,72.42
2021-05-11,72.62
2021-05-12,68.43
2021-05-13,68.63
2021-05-14,71.22
2021-05-17,70.82
2021-05-18,70.9
2021-05-19,70.47
2021-05-20,73.37
